vardekod,vardebenamning
2161,Ljusdal
216101,Ljusdal-Ramsjö
216103,Los-Hamra
216104,Färila-Kårböle
216107,Järvsö
2180,Gävle
218001,Gävle
218003,Hamrånge
218004,Hedesunda
218005,Hille
218006,Valbo
2181,Sandviken
218101,Sandviken
218102,Ovansjö
218103,Järbo
218104,Årsunda-Österfärnebo
2182,Söderhamn
218201,Söderhamn-Sandarne
218203,Skog
218204,Ljusne
218205,Söderala
218206,Mo-Bergvik
218209,Norrala-Trönö
2183,Bollnäs
218303,Bollnäs
218304,Rengsjö
218306,Hanebo-Segersta
218309,Arbrå-Undersvik
2184,Hudiksvall
218401,Hudiksvallsbygden
218405,Enånger-Njutånger
218408,Delsbo
218409,Bjuråker-Norrbo
218411,Forsa-Hög
22,Västernorrland
2260,Ånge
226002,Borgsjö-Haverö
226004,Torp
2262,Timrå
226201,Timrå
226202,Ljustorp
226203,Hässjö
226204,Tynderö
2280,Härnösand
228001,Härnösands domkyrkoförs.
228002,Högsjö
228003,Häggdånger
228004,Stigsjö
228005,Viksjö
228006,Säbrå
228007,Hemsö
2281,Sundsvall
228101,Sundsvall
228103,Skön
228104,Alnö
228105,Sättna
228106,Selånger
228107,Stöde
228108,Tuna-Attmar
228110,Njurunda
228111,Indal
228112,Holm
228113,Liden
2282,Kramfors
228201,Gudmundrå
228202,Nora-Skog
228204,Nordingrå
228205,Vibyggerå
228206,Ullånger
228207,Bjärtrå
228208,Styrnäs
228209,Dal
228210,Torsåker
228211,Ytterlännäs
2283,Sollefteå
228301,Sollefteå
228302,Multrå-Sånga
228303,Graninge
228304,Långsele
228305,Ed
228306,Resele
228307,Helgum
228308,Ådals-Liden
228309,Junsele
228311,Boteå
228312,Överlännäs
228315,Ramsele-Edsele
2284,Örnsköldsvik
228401,Örnsköldsvik
228402,Arnäs
228404,Anundsjö
228405,Skorped
228406,Sidensjö
228407,Nätra
228408,Själevad
228409,Mo
228410,Grundsunda
228411,Gideå-Trehörningsjö
228412,Björna
23,Jämtland
2303,Ragunda
230301,Ragunda
230302,Fors
230303,Borgvattnet
230304,Stugun
2305,Bräcke
230501,Bräcke-Nyhem
230503,Hällesjö-Håsjö
230506,"Revsund, Sundsjö, Bodsjö"
2309,Krokom
230901,Rödön
230902,Näskott
230903,Aspås
230904,Ås
230906,Föllingebygden
230908,Offerdal
230910,Alsen
2313,Strömsund
231301,Ström-Alanäs
231303,Gåxsjö
231304,Hammerdal
231305,Frostviken
231306,Fjällsjö
231307,Bodum
231308,Tåsjö
2321,Åre
232101,Åre
232103,Västra Storsjöbygden
232104,Kall
232105,Undersåker
2326,Berg
232601,Berg
232602,Hackås
232603,Oviken-Myssjö
232606,Åsarne
232608,Rätan-Klövsjö
2361,Härjedalen
236101,Svegsbygden
236105,Hedebygden
236107,Tännäs-Ljusnedal
236109,"Ytterhogdal, Överhogdal och Ängersjö"
2380,Östersund
238001,Östersund
238002,"Frösö, Sunne och Norderö"
238004,Näs
238005,Lockne
238006,Marieby
238007,Brunflo
238009,Häggenås-Lit-Kyrkås
24,Västerbotten
2401,Nordmaling
240102,Nordmaling
2403,Bjurholm
240301,Bjurholm
2404,Vindeln
240401,Vindeln
2409,Robertsfors
240901,Bygdeå
2417,Norsjö
241702,Norsjö
2418,Malå
241801,Malå
2421,Storuman
242101,Stensele
242103,Tärna
2422,Sorsele
242201,Sorsele
2425,Dorotea
242501,Dorotea-Risbäck
2460,Vännäs
246001,Vännäs
2462,Vilhelmina
246201,Vilhelmina
2463,Åsele
246301,Åsele-Fredrika
2480,Umeå
248001,Umeå stadsförs.
248002,Umeå landsförs.
248003,Tavelsjö
248004,Teg
248005,Ålidhem
248006,Holmsund
248007,Hörnefors
248009,Sävar-Holmön
248011,Umeå Maria
2481,Lycksele
248101,Lycksele
2482,Skellefteå
248201,Skellefteå S:t Olov
248202,Skellefteå S:t Örjan
248203,Bureå
248204,Skellefteå landsförs.
248205,Jörn-Boliden
248206,Kågedalen
248207,Byske-Fällfors
248210,Lövånger
248211,Burträsk
25,Norrbotten
2505,Arvidsjaur
250502,Arvidsjaur
2506,Arjeplog
250602,Arjeplog
2510,Jokkmokk
251002,Jokkmokk
2513,Överkalix
251301,Överkalix
2514,Kalix
251401,Kalix
2518,Övertorneå
251801,Övertorneå
2521,Pajala
252101,Pajala
2523,Gällivare
252301,Gällivare
2560,Älvsbyn
256002,Älvsby
2580,Luleå
258002,Luleå domkyrkoförs.
258003,Nederluleå
258004,Råneå
2581,Piteå
258102,Hortlax
258103,Piteå
258105,Norrfjärden
2582,Boden
258201,Överluleå
258202,Gunnarsbyn
258203,Edefors
258204,Sävast
2583,Haparanda
258301,Haparanda
2584,Kiruna
258401,Jukkasjärvi
258402,Vittangi
258403,Karesuando
