vardekod,vardebenamning
3002,Tillverkning av datorer och annan informationsbehandlingsutrustning
30020,Tillverkning av datorer och annan informationsbehandlingsutrustning
31,Tillverkning av andra elektriska maskiner och artiklar
311,"Tillverkning av elmotorer, generatorer och transformatorer"
3110,"Tillverkning av elmotorer, generatorer och transformatorer"
31100,"Tillverkning av elmotorer, generatorer och transformatorer"
312,Tillverkning av eldistributions- och elkontrollapparater
3120,Tillverkning av eldistributions- och elkontrollapparater
31200,Tillverkning av eldistributions- och elkontrollapparater
313,Tillverkning av elektrisk tråd och kabel
3130,Tillverkning av elektrisk tråd och kabel
31300,Tillverkning av elektrisk tråd och kabel
314,Batteri- och ackumulatortillverkning
3140,Batteri- och ackumulatortillverkning
31400,Batteri- och ackumulatortillverkning
315,"Tillverkning av belysningsarmatur, glödlampor och lysrör"
3150,"Tillverkning av belysningsarmatur, glödlampor och lysrör"
31501,Tillverkning av belysningsarmatur
31502,Glödlamps- och lysrörstillverkning
316,Övrig tillverkning av elapparatur
3161,Tillverkning av övrig elapparatur för motorer och fordon
31610,Tillverkning av övrig elapparatur för motorer och fordon
3162,Diverse övrig tillverkning av elapparatur
31620,Diverse övrig tillverkning av elapparatur
32,Tillverkning av teleprodukter
321,Tillverkning av elektroniska komponenter
3210,Tillverkning av elektroniska komponenter
32100,Tillverkning av elektroniska komponenter
322,Tillverkning av radio- och TV-sändare samt apparater för trådtelefoni och trådtelegrafi
3220,Tillverkning av radio- och TV-sändare samt apparater för trådtelefoni och trådtelegrafi
32200,Tillverkning av radio- och TV-sändare samt apparater för trådtelefoni och trådtelegrafi
323,Tillverkning av radio- och TV-mottagare samt apparater för upptagning och återgivning av ljud och videosignaler
3230,Tillverkning av radio- och TV-mottagare samt apparater för upptagning och återgivning av ljud och videosignaler
32300,Tillverkning av radio- och TV-mottagare samt apparater för upptagning och återgivning av ljud och videosignaler
33,"Tillverkning av precisionsinstrument, medicinska och optiska instrument samt ur"
331,"Tillverkning av medicinsk, kirurgisk och ortopedisk utrustning"
3310,"Tillverkning av medicinsk, kirurgisk och ortopedisk utrustning"
33101,Tillverkning av medicinsk utrustning och instrument
33102,Tillverkning av tandproteser
332,"Tillverkning av instrument och apparater för mätning, kontroll, provning, navigering och andra ändamål utom industriell processtyrning"
3320,"Tillverkning av instrument och apparater för mätning, kontroll, provning, navigering och andra ändamål utom industriell processtyrning"
33200,"Tillverkning av instrument och apparater för mätning, kontroll, provning, navigering och andra ändamål utom industriell processtyrning"
333,Tillverkning av instrument för styrning av industriella processer
3330,Tillverkning av instrument för styrning av industriella processer
33300,Tillverkning av instrument för styrning av industriella processer
334,Tillverkning av optiska instrument och fotoutrustning
3340,Tillverkning av optiska instrument och fotoutrustning
33400,Tillverkning av optiska instrument och fotoutrustning
335,Urtillverkning
3350,Urtillverkning
33500,Urtillverkning
34,"Tillverkning av motorfordon, släpfordon och påhängsvagnar"
341,Motorfordonstillverkning
3410,Motorfordonstillverkning
34100,Motorfordonstillverkning
342,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar
3420,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar
34200,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar
343,Tillverkning av delar och tillbehör till motorfordon och motorer
3430,Tillverkning av delar och tillbehör till motorfordon och motorer
34300,Tillverkning av delar och tillbehör till motorfordon och motorer
35,Tillverkning av andra transportmedel
351,Byggande och reparation av fartyg och båtar
3511,Byggande och reparation av fartyg
35110,Byggande och reparation av fartyg
3512,Byggande och reparation av fritidsbåtar
35120,Byggande och reparation av fritidsbåtar
352,Tillverkning av rälsfordon
3520,Tillverkning av rälsfordon
35200,Tillverkning av rälsfordon
353,Tillverkning av luftfartyg och rymdfarkoster
3530,Tillverkning av luftfartyg och rymdfarkoster
35300,Tillverkning av luftfartyg och rymdfarkoster
354,Tillverkning av motorcyklar och cyklar
3541,Tillverkning av motorcyklar
35410,Tillverkning av motorcyklar
3542,Tillverkning av cyklar
35420,Tillverkning av cyklar
3543,Tillverkning av invalidfordon
35430,Tillverkning av invalidfordon
355,Övrig transportmedelstillverkning
3550,Övrig transportmedelstillverkning
35500,Övrig transportmedelstillverkning
36,Tillverkning av möbler; annan tillverkning
361,Tillverkning av möbler
3611,Tillverkning av sittmöbler och säten
36110,Tillverkning av sittmöbler och säten
3612,Tillverkning av andra kontors- och butiksmöbler
36120,Tillverkning av andra kontors- och butiksmöbler
3613,Tillverkning av andra köksmöbler
36130,Tillverkning av andra köksmöbler
3614,Tillverkning av andra möbler
36140,Tillverkning av andra möbler
3615,Tillverkning av madrasser
36150,Tillverkning av madrasser
362,"Tillverkning av smycken, guld- och silversmedsvaror"
3621,Prägling av mynt och medaljer
36210,Prägling av mynt och medaljer
3622,Tillverkning av smycken och andra guld- och silversmedsvaror
36220,Tillverkning av smycken och andra guld- och silversmedsvaror
363,Tillverkning av musikinstrument
3630,Tillverkning av musikinstrument
36300,Tillverkning av musikinstrument
364,Tillverkning av sportartiklar
3640,Tillverkning av sportartiklar
36400,Tillverkning av sportartiklar
365,Tillverkning av spel och leksaker
3650,Tillverkning av spel och leksaker
36500,Tillverkning av spel och leksaker
366,Diverse övrig tillverkning
3661,Tillverkning av bijouterivaror
36610,Tillverkning av bijouterivaror
3662,Tillverkning av borstbinderiarbeten
36620,Tillverkning av borstbinderiarbeten
3663,Diverse annan tillverkning
36630,Diverse annan tillverkning
37,Återvinning
371,Återvinning av skrot och avfall av metall
3710,Återvinning av skrot och avfall av metall
37100,Återvinning av skrot och avfall av metall
372,Återvinning av skrot och avfall av icke-metall
3720,Återvinning av skrot och avfall av icke-metall
37200,Återvinning av skrot och avfall av icke-metall
40,"El-, gas-, ång- och hetvattenförsörjning"
401,Elförsörjning
4010,Elförsörjning
40100,Elförsörjning
402,Gasförsörjning; distribution av gasformiga bränslen via rörnät
4020,Gasförsörjning; distribution av gasformiga bränslen via rörnät
40200,Gasförsörjning; distribution av gasformiga bränslen via rörnät
403,Ång- och hetvattenförsörjning m.m.
4030,Ång- och hetvattenförsörjning m.m.
40300,Ång- och hetvattenförsörjning m.m.
41,Vattenförsörjning
410,Vattenförsörjning
4100,Vattenförsörjning
41000,Vattenförsörjning
45,Byggverksamhet
451,Mark- och grundarbeten
4511,Rivning av hus; markarbeten
45110,Rivning av hus; markarbeten
4512,Markundersökning
45120,Markundersökning
452,Bygg- och anläggningsarbeten
4521,Uppförande av hus och andra byggnadsverk
45211,Byggande av hus
45212,Uppförande av andra byggnadsverk
4522,Takarbeten
45221,Takarbeten av plåt
45229,Övriga takarbeten
4523,"Anläggning av vägar, flygfält och idrottsanläggningar"
45230,"Anläggning av vägar, flygfält och idrottsanläggningar"
4524,Vattenbyggnad
45240,Vattenbyggnad
4525,Andra bygg- och anläggningsarbeten
45250,Andra bygg- och anläggningsarbeten
453,Bygginstallationer
4531,Elinstallationer
45310,Elinstallationer
4532,Isoleringsarbeten
45320,Isoleringsarbeten
4533,VVS-arbeten
45331,Värme- och sanitetsarbeten
45332,Ventilationsarbeten
45333,Kyl- och frysinstallationsarbeten
45339,Övriga VVS-arbeten
4534,Andra bygginstallationer
45340,Andra bygginstallationer
454,Slutbehandling av byggnader
4541,"Puts-, fasad- och stuckatörsarbeten"
45410,"Puts-, fasad- och stuckatörsarbeten"
4542,Byggnadssnickeriarbeten
45420,Byggnadssnickeriarbeten
4543,Golv- och väggbeläggningsarbeten
45430,Golv- och väggbeläggningsarbeten
4544,Måleri- och glasmästeriarbeten
45441,Måleriarbeten
45442,Glasmästeriarbeten
4545,Annan slutbehandling av byggnader
45450,Annan slutbehandling av byggnader
455,Uthyrning av bygg- och anläggningsmaskiner med förare
4550,Uthyrning av bygg- och anläggningsmaskiner med förare
45500,Uthyrning av bygg- och anläggningsmaskiner med förare
50,Handel med och service av motorfordon; detaljhandel med drivmedel
501,Handel med motorfordon utom motorcyklar
5010,Handel med motorfordon utom motorcyklar
50101,"Handel med lastbilar, bussar och specialbilar"
50102,Handel med personbilar
50103,Handel med husvagnar och husbilar
502,Underhåll och reparation av motorfordon utom motorcyklar
5020,Underhåll och reparation av motorfordon utom motorcyklar
50201,"Bilservice, ej specialiserad"
50202,Bilplåt- och billackreparationer
50203,Installationer och reparationer av bilel och bilelektronik
50204,Däckservice
503,Handel med reservdelar och tillbehör till motorfordon utom motorcyklar
5030,Handel med reservdelar och tillbehör till motorfordon utom motorcyklar
50301,Partihandel med reservdelar och tillbehör till motorfordon utom motorcyklar
50302,Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar
504,Handel med och service av motorcyklar inkl. reservdelar och tillbehör
5040,Handel med och service av motorcyklar inkl. reservdelar och tillbehör
50400,Handel med och service av motorcyklar inkl. reservdelar och tillbehör
505,Detaljhandel med drivmedel
5050,Detaljhandel med drivmedel
50500,Detaljhandel med drivmedel
51,Parti- och agenturhandel utom med motorfordon
511,Agenturhandel utom med motorfordon
5111,"Agenturhandel med jordbruks-råvaror, levande djur, textilråvaror och textilhalvfabrikat"
51110,"Agenturhandel med jordbruks-råvaror, levande djur, textilråvaror och textilhalvfabrikat"
5112,"Agenturhandel med bränsle, malm, metaller och industrikemikalier"
51120,"Agenturhandel med bränsle, malm, metaller och industrikemikalier"
5113,Agenturhandel med virke och byggmaterial
51130,Agenturhandel med virke och byggmaterial
5114,"Agenturhandel med maskiner, industriell utrustning, fartyg och luftfartyg"
51141,"Agenturhandel med maskiner, industriell utrustning, fartyg och luftfartyg utom kontorsutrustning och datorer"
51142,Agenturhandel med kontorsutrustning och datorer
5115,"Agenturhandel med möbler, hushålls- och järnhandelsvaror"
51150,"Agenturhandel med möbler, hushålls- och järnhandelsvaror"
5116,"Agenturhandel med textilier, kläder, skodon och lädervaror"
51160,"Agenturhandel med textilier, kläder, skodon och lädervaror"
5117,"Agenturhandel med livsmedel, drycker och tobak"
51170,"Agenturhandel med livsmedel, drycker och tobak"
5118,Agenturhandel med annat specialsortiment
51180,Agenturhandel med annat specialsortiment
5119,Agenturhandel med blandat sortiment
51190,Agenturhandel med blandat sortiment
512,Partihandel med jordbruksråvaror och levande djur
5121,"Partihandel med spannmål, utsäde och djurfoder"
51210,"Partihandel med spannmål, utsäde och djurfoder"
5122,Partihandel med blommor och växter
51220,Partihandel med blommor och växter
5123,Partihandel med levande djur
51230,Partihandel med levande djur
5124,"Partihandel med hudar, skinn och läder"
51240,"Partihandel med hudar, skinn och läder"
5125,Partihandel med råtobak
51250,Partihandel med råtobak
513,"Partihandel med livsmedel, drycker och tobak"
5131,Partihandel med frukt och grönsaker
51310,Partihandel med frukt och grönsaker
5132,Partihandel med kött och köttvaror
51320,Partihandel med kött och köttvaror
5133,"Partihandel med mejeriprodukter, ägg, matolja och matfett"
51330,"Partihandel med mejeriprodukter, ägg, matolja och matfett"
5134,Partihandel med alkoholhaltiga och andra drycker
51340,Partihandel med alkoholhaltiga och andra drycker
5135,Partihandel med tobak
51350,Partihandel med tobak
5136,"Partihandel med socker, choklad och sockerkonfektyrer"
51360,"Partihandel med socker, choklad och sockerkonfektyrer"
5137,"Partihandel med kaffe, te, kakao och kryddor"
51370,"Partihandel med kaffe, te, kakao och kryddor"
5138,"Partihandel med andra livsmedel, bl.a. fisk, skal- och blötdjur"
51380,"Partihandel med andra livsmedel, bl.a. fisk, skal- och blötdjur"
5139,"Icke specialiserad partihandel med livsmedel, drycker och tobak"
51390,"Icke specialiserad partihandel med livsmedel, drycker och tobak"
514,Partihandel med hushållsvaror
5141,Partihandel med textilier
51410,Partihandel med textilier
5142,Partihandel med kläder och skodon
51420,Partihandel med kläder och skodon
5143,"Partihandel med hushållsapparater, radio- och TV-varor"
51431,Partihandel med hushållsmaskiner och -apparater
51432,Partihandel med radio- och TV-apparater
51433,Partihandel med fonogram och videokassetter
51434,Partihandel med elartiklar
5144,"Partihandel med glas och porslin, tapeter, rengöringsmedel"
51440,"Partihandel med glas och porslin, tapeter, rengöringsmedel"
5145,Partihandel med parfym och kosmetika
51450,Partihandel med parfym och kosmetika
5146,Partihandel med medicinsk utrustning och apoteksvaror
51460,Partihandel med medicinsk utrustning och apoteksvaror
5147,Partihandel med andra hushållsvaror
51471,Partihandel med möbler och inredningsvaror
51472,Partihandel med sport- och fritidsartiklar
51473,Partihandel med kontorsförbrukningsvaror
51479,Partihandel med övriga hushållsvaror
515,Partihandel med insatsvaror utom från jordbruket samt avfallsprodukter
5151,Partihandel med bränslen
51510,Partihandel med bränslen
5152,Partihandel med metaller och metallmalmer
51520,Partihandel med metaller och metallmalmer
5153,"Partihandel med virke, andra byggmaterial och sanitetsgods"
51530,"Partihandel med virke, andra byggmaterial och sanitetsgods"
5154,Partihandel med järnhandelsvaror och VVS-armatur
51541,Partihandel med järnhandelsvaror
51542,Partihandel med VVS-armatur
5155,Partihandel med kemiska produkter
51550,Partihandel med kemiska produkter
5156,Partihandel med andra insatsvaror
51561,Partihandel med industriförnödenheter
51562,Partihandel med emballage
51569,Partihandel med övriga insatsvaror
5157,Partihandel med avfallsprodukter och skrot
51570,Partihandel med avfallsprodukter och skrot
516,Partihandel med maskiner och utrustning
5161,Partihandel med verktygsmaskiner
51610,Partihandel med verktygsmaskiner
5162,Partihandel med bygg- och anläggningsmaskiner
51620,Partihandel med bygg- och anläggningsmaskiner
5163,"Partihandel med textil-, sy- och stickmaskiner"
51630,"Partihandel med textil-, sy- och stickmaskiner"
5164,Partihandel med kontorsmaskiner och kontorsutrustning
51640,Partihandel med kontorsmaskiner och kontorsutrustning
5165,"Partihandel med andra maskiner för industri, handel och sjöfart"
51651,Partihandel med mät- och precisionsinstrument
51652,Partihandel med datoriserad materialhanteringsutrustning
51653,Partihandel med teleprodukter och elektronikkomponenter
51659,"Partihandel med övriga maskiner för industri, handel och sjöfart"
5166,Partihandel med maskiner och verktyg för jordbruket inkl. traktorer
51660,Partihandel med maskiner och verktyg för jordbruket inkl. traktorer
517,Övrig partihandel
5170,Övrig partihandel
51700,Övrig partihandel
52,Detaljhandel utom med motorfordon; reparation av hushållsartiklar och personliga artiklar
521,Detaljhandel med brett sortiment
5211,"Detaljhandel med brett sortiment, mest livsmedel, drycker och tobak"
52111,"Varuhus- och stormarknadshandel, mest livsmedel, drycker och tobak"
52112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
5212,Annan detaljhandel med brett sortiment
52121,Annan varuhus- och stormarknadshandel
52129,Övrig detaljhandel med brett sortiment
522,"Specialiserad butikshandel med livsmedel, drycker och tobak"
5221,Butikshandel med frukt och grönsaker
52210,Butikshandel med frukt och grönsaker
5222,Butikshandel med kött och charkuterier
52220,Butikshandel med kött och charkuterier
5223,"Butikshandel med fisk, skal- och blötdjur"
52230,"Butikshandel med fisk, skal- och blötdjur"
5224,"Butikshandel med bröd, konditorivaror och konfektyrer"
52241,Butikshandel med bröd och konditorivaror
52242,Butikshandel med konfektyrer
5225,Butikshandel med alkoholhaltiga och andra drycker
52250,Butikshandel med alkoholhaltiga och andra drycker
5226,Tobakshandel
52260,Tobakshandel
5227,Annan specialiserad butikshandel med livsmedel
52271,Butikshandel med hälsokost
52279,Övrig specialiserad butikshandel med livsmedel
523,"Butikshandel med läkemedel, sjukvårdsartiklar, kosmetika och hygienartiklar"
5231,Apotekshandel
52310,Apotekshandel
5232,Butikshandel med sjukvårdsartiklar
52320,Butikshandel med sjukvårdsartiklar
5233,Butikshandel med kosmetika och hygienartiklar
52330,Butikshandel med kosmetika och hygienartiklar
524,Övrig specialiserad butikshandel med nya varor
5241,Butikshandel med textilier
52410,Butikshandel med textilier
5242,Butikshandel med kläder
52421,"Butikshandel med herr-, dam- och barnkläder, blandat"
52422,Butikshandel med herrkläder
52423,Butikshandel med damkläder
52424,Butikshandel med barnkläder
52425,Butikshandel med pälsar
5243,Butikshandel med skodon och lädervaror
52431,Butikshandel med skodon
52432,"Butikshandel med väskor, reseffekter och lädervaror"
5244,"Butikshandel med möbler, belysnings- och bosättningsartiklar"
52441,Butikshandel med möbler och mattor
52442,Butikshandel med inredningstextilier
52443,"Butikshandel med glas, porslin och andra bosättningsvaror"
52444,Butikshandel med elartiklar
5245,Butikshandel med hushållsapparater samt radio- och TV-varor
52451,Butikshandel med hushållsmaskiner och hushållsapparater
52452,Butikshandel med radio- och TV-apparater
52453,Butikshandel med fonogram och videokassetter
52454,Butikshandel med musikinstrument och noter
5246,"Butikshandel med järnhandelsvaror, färger och glas"
52461,"Butikshandel med järn- handels-, bygg- och VVS-varor"
52462,Butikshandel med färger
5247,"Butikshandel med böcker, tidningar och pappersvaror"
52471,Butikshandel med böcker och pappersvaror
52472,Butikshandel med tidningar
5248,Annan specialiserad butikshandel
52481,Butikshandel med glasögon och andra optiska artiklar
52482,Butikshandel med fotoutrustning; fotoservice
52483,Butikshandel med ur
52484,Butikshandel med guldsmedsvaror och smycken
52485,Butikshandel med sport- och fritidsartiklar
52486,Butikshandel med leksaker
52487,Butikshandel med blommor och andra växter
52488,Butikshandel med smådjur
5249,Övrig specialiserad butikshandel med nya varor
52491,Butikshandel med konst; galleriverksamhet
52492,Butikshandel med mynt och frimärken
52493,"Butikshandel med datorer, kontorsmaskiner och programvara"
52494,Butikshandel med telekommunikationsutrustning
52495,Butikshandel med tapeter och golvbeläggningar
52496,Detaljhandel med båtar och båttillbehör
52499,Övrig specialiserad butikshandel
525,Butikshandel med antikviteter och andra begagnade varor
5250,Butikshandel med antikviteter och andra begagnade varor
52501,Butikshandel med antikviteter och begagnade böcker
52509,Butikshandel med övriga begagnade varor
526,"Detaljhandel, ej i butik"
5261,Postorderhandel
52611,"Postorderhandel, brett sortiment"
52612,Postorderhandel med textilier och konfektion
52613,Postorderhandel med sport- och fritidsutrustning
52614,Postorderhandel med böcker och andra mediavaror
52615,Postorderhandel med bosättningsvaror
52619,Postorderhandel med övriga varor
5262,Torg- och marknadshandel
52621,Torg- och marknadshandel med livsmedel
52629,Torg- och marknadshandel med övriga varor
5263,"Annan detaljhandel, ej i butik"
52631,Provisionshandel
52632,Ambulerande och tillfällig handel med livsmedel
52633,Ambulerande och tillfällig handel med övriga varor
52639,"Övrig detaljhandel, ej i butik"
527,Reparation av hushållsartiklar och personliga artiklar
5271,Reparation av skodon och andra lädervaror
52710,Reparation av skodon och andra lädervaror
5272,Reparation av elektriska hushållsartiklar
52720,Reparation av elektriska hushållsartiklar
5273,Reparation av ur och guldsmedsvaror
52730,Reparation av ur och guldsmeds-varor
5274,Annan reparation av hushålls-artiklar och personliga artiklar
52740,Annan reparation av hushålls-artiklar och personliga artiklar
55,Hotell- och restaurangverksamhet
551,Hotellverksamhet
5511,Hotellverksamhet med restaurangrörelse
55111,Hotellverksamhet med restaurangrörelse utom konferensanläggningar
55112,Drift av konferensanläggningar
5512,Hotellverksamhet utan restaurangrörelse
55120,Hotellverksamhet utan restaurangrörelse
552,Campingplatsverksamhet och annan logiverksamhet
5521,Vandrarhemsverksamhet m.m.
55210,Vandrarhemsverksamhet m.m.
5522,Campingplatsverksamhet m.m.
55220,Campingplatsverksamhet m.m.
5523,Stugbyverksamhet m.m.
55230,Stugbyverksamhet m.m.
553,Restaurangverksamhet
5530,Restaurangverksamhet
55300,Restaurangverksamhet
554,Barverksamhet
5540,Barverksamhet
55400,Barverksamhet
555,"Drift av personalmatsalar, catering och centralköksverksamhet"
5551,Drift av personalmatsalar
55510,Drift av personalmatsalar
5552,Catering och centralköksverksamhet
55521,Catering för transportsektorn
55522,Centralköksverksamhet för sjukhus
55523,"Centralköksverksamhet för skolor, omsorgs- och andra institutioner"
55529,Övrig catering
60,Landtransport; transport i rörsystem
601,Järnvägstransport
6010,Järnvägstransport
60100,Järnvägstransport
602,Övrig landtransport
6021,Annan linjebunden landtransport av passagerare
60211,Kollektivtrafikverksamhet
60212,Linjebussverksamhet
6022,Taxitrafik
60220,Taxitrafik
6023,Annan landtransport av passagerare
60230,Annan landtransport av passagerare
6024,Vägtransport av gods
60240,Vägtransport av gods
603,Transporter i rörsystem
6030,Transporter i rörsystem
60300,Transporter i rörsystem
61,Sjötransport
611,"Transport över hav, kustsjöfart"
6110,"Transport över hav, kustsjöfart"
61101,Färjtrafik över hav
61102,Övrig havs- och kustsjöfart
612,Sjöfart på inre vattenvägar
6120,Sjöfart på inre vattenvägar
61200,Sjöfart på inre vattenvägar
62,Lufttransport
621,Reguljär lufttransport
6210,Reguljär lufttransport
62100,Reguljär lufttransport
622,Icke reguljär lufttransport
6220,Icke reguljär lufttransport
62200,Icke reguljär lufttransport
623,Rymdfart
6230,Rymdfart
62300,Rymdfart
63,Stödtjänster till transport; resebyråverksamhet
631,Godshantering och magasinering
6311,Godshantering
63110,Godshantering
6312,Varulagring och magasinering
63120,Varulagring och magasinering
632,Övriga stödtjänster till transport
6321,Övriga stödtjänster till landtransport
63210,Övriga stödtjänster till landtransport
6322,Övriga stödtjänster till sjöfart
63220,Övriga stödtjänster till sjöfart
6323,Övriga stödtjänster till luftfart
63230,Övriga stödtjänster till luftfart
633,Arrangerande och försäljning av resor; turistservice
6330,Arrangerande och försäljning av resor; turistservice
63301,Arrangerande av resor
63302,Försäljning av resor
63303,Turistservice
634,Annan transportförmedling
6340,Annan transportförmedling
63400,Annan transportförmedling
64,Post- och telekommunikationer
641,Postbefordran
6411,Postbefordran via postverket
64110,Postbefordran via postverket
6412,Annan postbefordran
64120,Annan postbefordran
642,Telekommunikation
6420,Telekommunikation
64201,Nätdrift
64202,Radiering
64203,Kabel-TV-drift
65,Finansförmedling
651,Bankverksamhet
6511,Centralbanksverksamhet
65110,Centralbanksverksamhet
6512,Annan bankverksamhet
65120,Annan bankverksamhet
652,Annan finansförmedling
6521,Finansiell leasing
65210,Finansiell leasing
6522,Annan kreditgivning
65220,Annan kreditgivning
6523,Annan finansiell verksamhet
65231,Investmentbolagsverksamhet
65232,"Aktiefonds-, räntefonds- och valutafondsverksamhet m. m."
66,Försäkring och pensionsfondsverksamhet utom obligatorisk socialförsäkring
660,Försäkring och pensionsfondsverksamhet utom obligatorisk socialförsäkring
6601,Livförsäkring
66011,Fondförsäkring
66012,Övrig livförsäkring
6602,Pensionsfondsverksamhet
66020,Pensionsfondsverksamhet
6603,Skadeförsäkring
66030,Skadeförsäkring
67,Stödtjänster till finansiell verksamhet
671,Stödtjänster till finansförmedling utom försäkring och pensionsfondsverksamhet
6711,Administrativa stödtjänster till finansförmedling
67110,Administrativa stödtjänster till finansförmedling
6712,Handel med och förvaltning av värdepapper
67120,Handel med och förvaltning av värdepapper
6713,Andra stödtjänster till finansförmedling
67130,Andra stödtjänster till finansförmedling
672,Stödtjänster till försäkring och pensionsfondsverksamhet
6720,Stödtjänster till försäkring och pensionsfondsverksamhet
67201,Försäkringsmäklarverksamhet
67202,Övriga stödtjänster till försäkring
70,Fastighetsverksamhet
701,Exploatering av och handel med egna fastigheter
7011,Markexploatering
70110,Markexploatering
7012,Handel med egna fastigheter
70120,Handel med egna fastigheter
702,Uthyrning av egna fastigheter
7020,Uthyrning av egna fastigheter
70201,Uthyrning av bostäder
70202,Uthyrning av industrilokaler
70203,Uthyrning av andra lokaler
70204,Förvaltning i bostadsrättsföreningar
70209,Övrig fastighetsförvaltning
703,Fastighetsförmedling och fastighetsförvaltning på uppdrag
7031,Fastighetsförmedling
70310,Fastighetsförmedling
7032,Fastighetsförvaltning på uppdrag
70321,Förvaltning i rikskooperativ regi
70329,Övrig fastighetsförvaltning på uppdrag
71,"Fastighets- och uthyrningsverksamhet, företagstjänster"
711,Biluthyrning
7110,Biluthyrning
71100,Biluthyrning
712,Uthyrning av andra transportmedel
7121,Uthyrning av andra landtransportmedel
71210,Uthyrning av andra landtransportmedel
7122,Uthyrning av fartyg
71220,Uthyrning av fartyg
7123,Uthyrning av flygplan
71230,Uthyrning av flygplan
713,Uthyrning av maskiner och utrustning
7131,Uthyrning av jordbruksmaskiner och jordbruksredskap
71310,Uthyrning av jordbruksmaskiner och jordbruksredskap
7132,Uthyrning av bygg- och anläggningsmaskiner
71320,Uthyrning av bygg- och anläggningsmaskiner
7133,Uthyrning av kontorsmaskiner och kontorsutrustning inkl. datorer
71330,Uthyrning av kontorsmaskiner och kontorsutrustning inkl. datorer
7134,Annan uthyrning av maskiner och utrustning
71340,Annan uthyrning av maskiner och utrustning
714,Uthyrning av hushållsartiklar och varor för personligt bruk
7140,Uthyrning av hushållsartiklar och varor för personligt bruk
71401,Videofilmuthyrning
71402,Uthyrning av andra varor för personligt och hushållsbruk
72,Databehandlingsverksamhet m.m.
721,Konsultverksamhet avseende maskinvara
7210,Konsultverksamhet avseende maskinvara
72100,Konsultverksamhet avseende maskinvara
722,Konsultverksamhet avseende system- och programvara
7220,Konsultverksamhet avseende system- och programvara
72201,Datakonsultverksamhet
72202,Programvaruproduktion
723,Databehandling
7230,Databehandling
72300,Databehandling
724,Databasverksamhet
7240,Databasverksamhet
72400,Databasverksamhet
725,Underhåll och reparation av kontors- och bokföringsmaskiner samt databehandlingsutrustning
7250,Underhåll och reparation av kontors- och bokföringsmaskiner samt databehandlingsutrustning
72500,Underhåll och reparation av kontors- och bokföringsmaskiner samt databehandlingsutrustning
726,Övrig datoranknuten verksamhet
7260,Övrig datoranknuten verksamhet
72600,Övrig datoranknuten verksamhet
73,Forskning och utveckling
731,Naturvetenskaplig och teknisk forskning och utveckling
7310,Naturvetenskaplig och teknisk forskning och utveckling
73101,Naturvetenskaplig forskning och utveckling
73102,Teknisk forskning och utveckling
73103,Medicinsk forskning och utveckling
73104,Lantbruksvetenskaplig forskning och utveckling
73105,Tvärvetenskaplig forskning och utveckling med tyngdpunkt i naturvetenskap och teknik
732,Samhällsvetenskaplig och humanistisk forskning och utveckling
7320,Samhällsvetenskaplig och humanistisk forskning och utveckling
73201,Samhällsvetenskaplig forskning och utveckling
73202,Humanistisk forskning och utveckling
73203,Tvärvetenskaplig forskning och utveckling med tyngdpunkt i samhällsvetenskap och humaniora
74,Andra företagstjänster
741,"Juridisk och ekonomisk konsultverksamhet, holdingverksamhet"
7411,Juridisk verksamhet
74111,Advokatbyråverksamhet m.m.
74112,Patentbyråverksamhet m.m.
7412,"Redovisning och bokföring, revision, skatterådgivning"
74120,"Redovisning och bokföring, revision, skatterådgivning"
7413,Marknads- och opinionsundersökning
74130,Marknads- och opinionsundersökning
7414,"Konsultverksamhet avseende företags organisation, information m.m."
74140,"Konsultverksamhet avseende företags organisation, information m.m"
7415,Holdingverksamhet
74150,Holdingverksamhet
742,Arkitekt- och teknisk konsultverksamhet o.d.
7420,Arkitekt- och teknisk konsultverksamhet o.d.
74201,Arkitektverksamhet
74202,Bygg- och annan teknisk konsultverksamhet
743,Teknisk provning och analys
7430,Teknisk provning och analys
74300,Teknisk provning och analys
744,Reklamverksamhet
7440,Reklamverksamhet
74401,Reklambyråverksamhet
74402,Annonsförmedling
74403,Direktreklamverksamhet
74409,Övrig marknadsföringsverksamhet
745,Arbetsförmedling och rekrytering
7450,Arbetsförmedling och rekrytering
74500,Arbetsförmedling och rekrytering
746,Detektiv- och bevakningsverksamhet; säkerhetstjänst
7460,Detektiv- och bevakningsverksamhet; säkerhetstjänst
74600,Detektiv- och bevakningsverksamhet; säkerhetstjänst
747,Rengöring och sotning
7470,Rengöring och sotning
74701,Lokalvård
74702,Sanering och desinfektion
74703,Skorstensfejarverksamhet
748,Övriga företagstjänster
7481,Fotoverksamhet
74811,Porträttfotoverksamhet
74812,Reklamfotoverksamhet
74813,Press- och övrig fotografverksamhet
74814,Fotolaboratorieverksamhet
7482,Förpackningsverksamhet
74820,Förpackningsverksamhet
7483,Kontorsservice och översättningsverksamhet
74830,Kontorsservice och översättningsverksamhet
7484,Diverse andra företagstjänster
74841,Grafisk formgivning och service
74842,Annan formgivning
